edad,genero,zona,tipo_empleo,antiguedad,ingresos,score_crediticio,pagos_previos,creditos_previos,monto_credito,plazo_meses,destino_credito,tipo_garantia,valor_garantia,precio_soya,precio_vino,uso_productos,default_12m
28,F,Rural,Agricola,8,5811.26,724.0,5,0,37892,48,Comercial,Vehiculo,34853.24,497.58,51.84,2,0
68,M,Urbana,Independiente,18,2090.58,674.0,1,5,137674,24,Comercial,Vehiculo,59311.28,431.94,48.34,2,0
56,M,Urbana,Independiente,20,6836.67,843.0,3,7,127008,48,Consumo,Inmueble,113375.2,392.0,48.28,4,0
55,M,Urbana,Dependiente,1,4907.19,527.0,0,2,81957,36,Consumo,Inmueble,39374.35,457.23,45.9,4,0
51,M,Urbana,Agricola,27,5861.51,714.0,1,3,98210,12,Consumo,Vehiculo,79210.05,424.65,52.64,0,0
55,M,Rural,Dependiente,12,2453.71,514.0,4,4,137239,12,Comercial,Inmueble,51409.07,472.78,52.03,0,0
67,F,Urbana,Dependiente,12,5592.14,671.0,0,6,54201,36,Comercial,Inmueble,71993.62,407.35,47.2,0,0
51,F,Urbana,Independiente,7,1868.57,703.0,3,5,50698,24,Consumo,Inmueble,16011.24,452.05,49.22,4,0
35,F,Urbana,Agricola,26,2982.81,664.0,4,1,64753,6,Consumo,Vehiculo,92414.69,420.0,52.46,3,1
47,F,Urbana,Dependiente,12,4921.39,504.0,3,6,76479,48,Consumo,Vehiculo,102135.42,486.42,51.25,0,1
32,M,Urbana,Dependiente,3,4058.48,671.0,5,7,65687,24,Comercial,Ninguna,79029.98,412.96,46.16,1,1
44,M,Urbana,Agricola,5,4544.0,680.0,1,0,132290,6,Comercial,Vehiculo,195664.94,495.04,54.99,3,0
68,F,Urbana,Agricola,5,7583.82,761.0,3,5,33893,6,Consumo,Vehiculo,12356.85,431.0,53.18,0,0
51,M,Rural,Dependiente,20,4518.9,552.0,4,8,14169,12,Consumo,Vehiculo,15159.65,441.17,60.67,1,0
69,M,Rural,Independiente,11,5635.52,810.0,1,6,47458,36,Consumo,Vehiculo,62604.81,462.51,38.58,4,0
55,F,Urbana,Independiente,11,4393.17,453.0,4,4,75951,60,Agricola,Ninguna,34325.33,400.31,52.21,1,0
50,M,Rural,Independiente,16,4345.78,563.0,4,9,5180,12,Comercial,Ninguna,5188.96,444.23,54.91,0,0
41,F,Urbana,Comerciante,26,2934.77,696.0,0,9,10766,60,Comercial,Vehiculo,8318.96,412.68,54.03,2,0
32,F,Urbana,Dependiente,6,5089.0,708.0,2,8,2942,36,Consumo,Vehiculo,2421.24,423.78,46.48,2,0
47,M,Urbana,Agricola,25,8556.77,816.0,3,1,143604,12,Consumo,Vehiculo,200331.73,422.08,39.82,1,0
59,M,Urbana,Independiente,14,4640.58,697.0,3,6,44374,48,Comercial,Inmueble,41994.74,434.31,57.24,4,0
68,F,Urbana,Independiente,23,4072.79,671.0,0,8,67790,12,Comercial,Inmueble,27923.68,433.25,45.11,3,0
34,F,Rural,Agricola,16,6324.22,720.0,5,1,34755,48,Agricola,Vehiculo,49514.04,405.62,46.23,2,0
22,M,Urbana,Comerciante,9,6136.48,469.0,3,9,122925,60,Comercial,Ninguna,64198.0,423.12,60.4,3,0
46,F,Rural,Dependiente,22,5202.49,589.0,0,5,60192,24,Comercial,Vehiculo,82533.11,361.64,40.36,4,0
21,F,Urbana,Dependiente,19,4006.61,574.0,3,8,81459,24,Consumo,Vehiculo,119345.98,444.75,52.91,2,1
27,F,Rural,Dependiente,5,6331.08,766.0,3,2,98218,60,Consumo,Vehiculo,132928.73,462.35,43.48,4,0
34,M,Urbana,Comerciante,8,4693.49,797.0,4,7,48592,60,Comercial,Ninguna,54061.54,424.77,43.35,0,0
27,F,Urbana,Agricola,14,5962.02,848.0,0,4,121041,12,Comercial,Ninguna,144312.61,379.85,49.01,3,0
34,M,Urbana,Independiente,15,3189.12,731.0,5,6,111397,24,Comercial,Ninguna,126974.83,438.57,52.06,0,0
37,F,Urbana,Dependiente,20,3561.26,760.0,3,2,14118,6,Comercial,Vehiculo,12037.42,400.91,53.7,4,0
41,M,Urbana,Comerciante,7,4655.01,688.0,5,7,114305,48,Consumo,Inmueble,71932.56,424.56,54.49,4,0
22,F,Rural,Agricola,15,2523.67,635.0,2,1,65610,60,Consumo,Inmueble,42121.83,437.14,43.76,1,0
51,M,Urbana,Agricola,4,3908.16,583.0,0,7,79699,36,Comercial,Vehiculo,93837.72,433.66,41.14,1,0
23,M,Rural,Dependiente,17,2452.74,575.0,0,1,9104,48,Comercial,Inmueble,9570.52,447.02,45.94,2,0
19,M,Urbana,Dependiente,19,2028.4,557.0,0,6,80722,12,Agricola,Inmueble,80872.21,423.66,50.08,0,0
30,F,Rural,Independiente,13,8397.59,746.0,4,1,9549,24,Comercial,Inmueble,10342.81,424.33,46.77,0,0
60,F,Urbana,Agricola,1,3525.64,643.0,0,6,127081,24,Comercial,Inmueble,156277.03,438.42,26.21,4,0
60,F,Urbana,Dependiente,22,3666.35,615.0,4,0,96614,6,Agricola,Inmueble,115744.45,418.22,37.04,1,0
65,M,Rural,Independiente,22,4628.35,498.0,2,5,58240,24,Consumo,Vehiculo,24837.94,402.8,46.56,3,0
28,F,Urbana,Dependiente,29,2801.22,598.0,1,9,33831,12,Comercial,Ninguna,24887.51,431.3,53.13,4,0
68,M,Urbana,Agricola,2,3697.33,654.0,4,6,98462,12,Consumo,Inmueble,60727.48,391.78,42.57,0,1
64,F,Urbana,Independiente,13,7435.05,542.0,3,3,70474,36,Agricola,Vehiculo,66660.4,417.98,52.4,0,0
40,M,Urbana,Dependiente,28,5072.96,850.0,0,0,89233,48,Consumo,Inmueble,33346.31,385.56,39.02,4,0
33,M,Urbana,Independiente,6,6077.73,559.0,1,5,144681,48,Consumo,Inmueble,175781.17,406.13,49.53,4,0
48,M,Rural,Dependiente,14,7017.75,784.0,4,3,142595,48,Agricola,Vehiculo,61006.82,407.17,49.58,4,0
28,F,Urbana,Dependiente,16,4837.04,669.0,5,2,105700,36,Comercial,Vehiculo,66134.63,395.39,50.81,0,0
33,F,Urbana,Agricola,0,4146.01,629.0,5,3,72772,36,Consumo,Vehiculo,90185.6,447.51,41.95,3,0
25,F,Urbana,Dependiente,8,2205.83,658.0,3,5,41577,36,Comercial,Ninguna,15045.55,445.45,38.71,0,0
21,M,Urbana,Dependiente,21,3887.37,681.0,1,4,135177,6,Comercial,Ninguna,147645.9,452.85,52.36,4,1
57,M,Urbana,Dependiente,28,4240.0,700.0,2,1,102856,36,Consumo,Vehiculo,144962.56,415.3,38.84,1,1
21,F,Rural,Dependiente,13,3208.36,592.0,4,1,86395,24,Agricola,Ninguna,89951.48,409.16,43.37,3,0
42,F,Urbana,Dependiente,15,6972.36,730.0,5,2,133910,60,Comercial,Vehiculo,154691.36,440.09,56.35,2,1
20,F,Rural,Dependiente,27,6263.67,655.0,5,5,25437,6,Comercial,Ninguna,31814.57,423.21,49.02,0,0
49,M,Urbana,Independiente,20,6076.87,560.0,4,0,72449,24,Comercial,Inmueble,41056.53,423.09,50.21,3,0
20,M,Urbana,Dependiente,12,4314.08,641.0,5,6,119099,48,Comercial,Inmueble,118760.37,356.4,51.75,3,0
44,M,Urbana,Agricola,5,2847.15,808.0,2,7,115176,12,Comercial,Vehiculo,77267.9,438.91,51.53,4,0
46,M,Urbana,Dependiente,21,6624.8,700.0,5,6,44003,48,Consumo,Vehiculo,26375.15,435.6,47.87,3,0
49,M,Urbana,Dependiente,0,5036.58,680.0,4,2,15646,36,Comercial,Inmueble,8307.21,419.86,42.59,0,0
67,F,Urbana,Dependiente,20,5736.93,644.0,0,5,51560,12,Comercial,Ninguna,51689.76,440.4,64.1,1,0
68,M,Rural,Comerciante,24,5490.8,651.0,5,3,119560,48,Comercial,Vehiculo,149861.08,435.04,46.24,3,0
36,M,Urbana,Independiente,3,4997.0,700.0,4,4,87597,6,Consumo,Ninguna,118349.41,402.58,49.99,0,0
38,M,Rural,Agricola,2,7699.39,656.0,0,2,59679,36,Comercial,Vehiculo,48596.8,414.51,50.64,4,0
22,M,Urbana,Dependiente,16,3448.17,721.0,5,4,23873,48,Consumo,Ninguna,17844.56,394.81,44.8,3,0
35,M,Rural,Agricola,29,4005.71,709.0,5,5,135530,12,Agricola,Ninguna,152439.85,456.56,45.45,2,0
45,F,Rural,Dependiente,1,7125.85,573.0,4,7,38165,24,Comercial,Ninguna,47188.39,444.43,56.93,2,0
59,M,Urbana,Dependiente,18,4631.3,728.0,3,5,88803,48,Agricola,Vehiculo,53635.52,399.65,43.57,1,0
39,M,Rural,Independiente,19,4298.51,594.0,3,8,64994,6,Comercial,Vehiculo,42684.75,435.47,50.47,4,1
38,M,Urbana,Dependiente,22,4095.19,590.0,1,9,146654,12,Agricola,Vehiculo,137865.32,426.96,53.38,0,1
23,F,Rural,Comerciante,21,5586.88,678.0,3,9,98925,48,Consumo,Vehiculo,82430.53,402.85,46.72,3,0
18,F,Urbana,Dependiente,26,4133.14,703.0,2,9,15823,24,Consumo,Ninguna,18148.12,423.11,47.44,0,0
22,F,Urbana,Comerciante,7,3953.51,735.0,1,9,131803,36,Agricola,Inmueble,119332.06,441.46,53.74,2,0
58,M,Rural,Independiente,29,5560.5,486.0,3,3,41856,36,Agricola,Vehiculo,18162.11,443.5,47.18,4,0
29,F,Urbana,Independiente,24,4649.21,751.0,0,1,8406,36,Consumo,Ninguna,4195.8,478.3,35.54,0,0
43,M,Urbana,Dependiente,14,2884.88,717.0,4,8,31619,60,Comercial,Ninguna,43706.65,422.36,57.02,3,0
63,M,Rural,Dependiente,5,4551.23,615.0,3,2,139143,12,Comercial,Inmueble,79711.97,414.06,42.15,4,0
51,F,Urbana,Comerciante,22,6731.25,659.0,0,6,108871,60,Agricola,Inmueble,39204.81,434.05,49.29,3,0
66,M,Urbana,Dependiente,19,5724.49,698.0,1,3,109029,24,Comercial,Vehiculo,128408.41,415.43,40.09,3,0
31,M,Urbana,Agricola,1,6928.77,366.0,4,0,142216,24,Agricola,Vehiculo,159397.59,405.38,44.93,4,0
43,M,Urbana,Comerciante,24,3329.92,567.0,3,7,143255,48,Comercial,Vehiculo,146133.17,396.86,45.38,4,0
62,F,Rural,Dependiente,24,6212.37,785.0,1,3,22074,36,Comercial,Vehiculo,19926.36,334.31,49.05,3,0
44,M,Urbana,Independiente,14,3462.37,626.0,3,5,13349,12,Consumo,Inmueble,19536.21,438.37,42.74,2,0
26,M,Urbana,Agricola,19,2528.17,672.0,1,6,119160,60,Comercial,Vehiculo,52883.06,379.05,59.9,3,0
43,F,Urbana,Dependiente,11,3215.1,670.0,3,7,28493,60,Comercial,Ninguna,25991.18,398.0,48.15,4,0
64,M,Rural,Dependiente,2,4710.26,744.0,0,9,90146,36,Comercial,Ninguna,88059.47,427.31,53.29,1,0
39,M,Urbana,Independiente,9,6144.72,643.0,2,1,141429,60,Consumo,Ninguna,46246.08,411.96,47.95,0,0
64,F,Urbana,Dependiente,13,4996.67,651.0,0,8,5561,36,Comercial,Vehiculo,4417.61,473.73,53.98,3,0
47,M,Rural,Agricola,26,4254.75,697.0,4,9,74150,48,Agricola,Ninguna,91898.73,382.27,35.4,0,0
60,M,Urbana,Dependiente,21,2848.46,756.0,3,2,65685,48,Comercial,Vehiculo,56838.45,475.97,43.77,3,0
65,M,Urbana,Comerciante,29,5628.53,785.0,2,0,3358,48,Agricola,Vehiculo,4534.42,454.51,44.87,3,0
34,M,Urbana,Dependiente,13,6041.8,651.0,2,1,143502,6,Agricola,Vehiculo,154086.52,442.73,44.82,1,0
43,M,Urbana,Independiente,2,4977.25,636.0,4,7,17041,6,Comercial,Vehiculo,20778.13,455.98,51.11,4,0
53,F,Urbana,Independiente,0,2816.29,667.0,4,9,112407,60,Comercial,Vehiculo,142237.14,430.12,51.52,2,0
18,F,Urbana,Dependiente,19,5793.93,800.0,2,5,93262,12,Consumo,Vehiculo,105143.61,377.42,47.56,4,0
25,F,Rural,Dependiente,0,6463.59,750.0,4,0,11267,12,Agricola,Inmueble,13512.03,432.87,47.7,0,0
66,F,Urbana,Agricola,1,6952.83,637.0,4,8,78395,48,Consumo,Vehiculo,88929.14,382.98,62.64,0,0
52,M,Rural,Comerciante,18,3799.68,535.0,3,6,91170,24,Comercial,Vehiculo,87573.94,406.79,49.95,3,1
69,M,Urbana,Dependiente,23,5198.09,780.0,0,9,109454,12,Agricola,Inmueble,107247.36,418.05,34.65,4,0
32,M,Rural,Independiente,9,3644.75,790.0,5,2,107680,60,Consumo,Inmueble,56840.15,397.22,52.62,1,0
64,M,Rural,Dependiente,3,3024.22,580.0,1,6,20003,6,Consumo,Inmueble,25862.42,443.65,51.36,2,0
39,M,Urbana,Dependiente,3,7033.13,640.0,2,5,31169,60,Comercial,Vehiculo,21025.51,414.66,54.96,4,0
31,F,Urbana,Agricola,12,5403.31,759.0,1,2,48271,60,Comercial,Vehiculo,45513.97,430.23,51.59,3,0
43,F,Urbana,Agricola,25,6568.4,715.0,2,7,17961,6,Consumo,Vehiculo,10766.81,419.76,42.57,0,0
45,M,Rural,Dependiente,8,2540.28,501.0,2,0,144218,36,Comercial,Vehiculo,163692.91,423.15,53.34,4,0
40,M,Rural,Comerciante,6,4961.47,578.0,0,4,63676,48,Agricola,Ninguna,93616.63,397.83,48.6,0,0
31,M,Urbana,Dependiente,15,5313.28,732.0,2,7,42030,60,Agricola,Inmueble,53055.66,390.65,54.28,3,0
41,F,Urbana,Agricola,17,3168.51,702.0,2,2,67091,24,Comercial,Vehiculo,69970.18,416.16,57.29,0,0
19,M,Urbana,Independiente,2,6880.54,740.0,0,9,43178,48,Comercial,Vehiculo,42357.96,395.85,47.27,3,0
62,M,Rural,Independiente,19,4107.17,750.0,4,5,4640,6,Consumo,Vehiculo,4119.05,454.84,53.25,2,0
43,M,Urbana,Independiente,19,5225.82,702.0,5,9,129291,24,Agricola,Vehiculo,70588.45,385.59,54.2,1,0
31,F,Urbana,Dependiente,9,3619.59,718.0,1,1,68448,12,Consumo,Inmueble,49119.11,478.43,48.95,0,0
68,M,Urbana,Agricola,23,2588.95,629.0,2,8,85650,36,Comercial,Vehiculo,67464.18,427.55,59.75,4,0
24,F,Urbana,Agricola,25,5960.9,690.0,0,1,24922,60,Comercial,Ninguna,35725.26,421.73,54.27,2,0
20,F,Rural,Dependiente,29,5106.51,708.0,2,4,114746,6,Agricola,Ninguna,93024.52,406.49,44.49,1,0
64,F,Urbana,Agricola,25,4879.6,834.0,0,2,146501,36,Consumo,Inmueble,147003.27,436.42,49.56,4,0
40,F,Urbana,Dependiente,21,4054.93,606.0,1,9,115954,60,Comercial,Inmueble,163136.78,414.89,53.16,4,1
63,F,Urbana,Agricola,15,5062.93,745.0,3,8,145759,60,Comercial,Ninguna,134406.08,427.51,59.52,3,0
60,F,Urbana,Dependiente,2,6525.98,670.0,4,8,90248,48,Consumo,Vehiculo,54305.81,441.05,51.73,1,1
64,M,Urbana,Dependiente,10,3405.9,747.0,3,6,128589,24,Consumo,Ninguna,97368.53,436.73,49.74,4,0
62,M,Rural,Dependiente,24,5396.44,669.0,0,9,15837,48,Agricola,Inmueble,11888.0,451.0,55.58,4,0
35,M,Rural,Independiente,9,4823.98,786.0,2,4,144937,36,Consumo,Ninguna,167787.92,433.45,46.68,4,0
55,F,Urbana,Independiente,15,4204.94,613.0,4,8,45653,6,Consumo,Ninguna,29918.46,396.22,42.06,2,0
52,M,Urbana,Dependiente,7,1867.11,693.0,1,6,36569,36,Agricola,Ninguna,43017.81,368.01,52.22,1,0
68,F,Rural,Dependiente,8,4480.81,720.0,5,1,49787,6,Agricola,Inmueble,68063.37,425.28,45.73,3,0
32,F,Urbana,Dependiente,14,5576.3,619.0,4,9,52186,36,Comercial,Inmueble,36701.77,425.64,64.29,2,0
42,F,Urbana,Agricola,20,5018.36,707.0,2,0,112837,48,Comercial,Vehiculo,52176.88,468.15,49.52,2,1
54,M,Rural,Agricola,2,2198.12,771.0,3,9,16297,36,Consumo,Ninguna,17376.92,417.1,52.26,2,0
45,F,Rural,Dependiente,3,6495.29,674.0,0,9,57605,12,Agricola,Vehiculo,42225.93,429.36,44.23,3,0
27,F,Rural,Dependiente,29,7136.67,748.0,3,3,83904,48,Consumo,Ninguna,78935.49,439.43,55.59,3,0
56,M,Rural,Agricola,12,4324.8,619.0,4,9,87019,36,Consumo,Ninguna,92327.05,432.84,47.84,2,0
34,M,Rural,Dependiente,11,8197.72,581.0,5,7,7463,36,Comercial,Inmueble,5890.48,441.1,47.25,2,0
56,F,Urbana,Dependiente,20,3172.72,743.0,2,5,145704,24,Consumo,Inmueble,205389.22,399.54,47.4,0,0
39,F,Urbana,Dependiente,8,2464.64,630.0,0,1,116763,48,Consumo,Inmueble,91021.15,395.59,40.25,3,0
43,M,Urbana,Independiente,24,2876.29,529.0,2,4,83943,24,Agricola,Vehiculo,56145.21,412.99,46.5,4,0
61,M,Urbana,Independiente,13,4892.22,612.0,2,8,47221,48,Consumo,Ninguna,64353.26,365.65,51.28,1,0
42,M,Urbana,Independiente,18,1654.64,801.0,5,5,119585,6,Consumo,Inmueble,55435.07,419.01,38.73,1,1
34,F,Urbana,Dependiente,6,4002.54,775.0,4,5,112370,48,Agricola,Ninguna,50459.83,403.51,54.13,1,0
30,M,Urbana,Agricola,15,9195.28,579.0,3,6,107775,48,Consumo,Ninguna,153346.35,428.06,46.39,2,1
37,M,Urbana,Dependiente,21,2093.88,548.0,2,4,26759,36,Agricola,Ninguna,14737.84,413.37,49.47,3,1
42,M,Urbana,Agricola,19,3624.62,643.0,2,2,88000,12,Comercial,Inmueble,42074.99,394.61,34.6,0,0
21,F,Urbana,Independiente,4,2842.29,774.0,2,2,61943,60,Consumo,Inmueble,58362.82,452.77,49.35,0,0
27,M,Urbana,Independiente,29,4044.29,662.0,0,4,86862,48,Consumo,Ninguna,30935.57,422.06,41.74,1,1
20,M,Rural,Dependiente,9,3942.95,663.0,2,3,111475,24,Consumo,Ninguna,116381.91,441.57,45.89,4,1
58,M,Urbana,Dependiente,17,3428.7,625.0,2,4,77069,12,Comercial,Inmueble,65009.01,424.59,38.6,4,0
62,M,Urbana,Independiente,10,4249.91,656.0,4,8,144230,48,Comercial,Inmueble,154108.94,431.6,42.71,4,0
35,M,Rural,Independiente,6,5513.13,756.0,2,4,129979,12,Comercial,Vehiculo,83280.7,385.98,47.02,4,0
64,F,Urbana,Dependiente,13,6716.55,688.0,5,3,107446,6,Comercial,Ninguna,148981.04,451.95,46.37,0,1
53,F,Urbana,Comerciante,19,4044.92,662.0,5,3,38711,12,Comercial,Vehiculo,24182.64,441.97,53.31,0,0
64,F,Urbana,Comerciante,17,4509.26,739.0,2,0,83688,6,Consumo,Vehiculo,89134.22,419.53,36.79,3,0
39,M,Urbana,Independiente,10,5241.21,686.0,5,9,31772,12,Comercial,Inmueble,45564.55,427.2,47.69,0,0
51,F,Rural,Comerciante,21,2522.75,766.0,4,3,28307,12,Comercial,Ninguna,22106.95,445.07,47.41,3,0
64,F,Urbana,Dependiente,26,4255.76,619.0,0,3,137238,24,Agricola,Vehiculo,67756.02,410.7,45.25,3,0
25,F,Urbana,Dependiente,11,3691.15,704.0,5,8,124890,60,Comercial,Ninguna,47715.34,380.42,42.52,2,0
57,M,Urbana,Dependiente,17,6023.09,760.0,5,3,8589,24,Agricola,Vehiculo,12502.33,411.17,54.61,0,0
66,M,Urbana,Independiente,25,7302.92,820.0,3,6,132536,36,Comercial,Ninguna,161222.33,423.81,60.29,4,0
61,F,Urbana,Dependiente,1,3256.7,582.0,4,0,3600,12,Agricola,Inmueble,5049.87,419.19,37.72,1,0
36,F,Urbana,Comerciante,22,6547.98,664.0,5,6,132988,6,Agricola,Ninguna,151420.09,452.94,42.45,3,0
59,M,Urbana,Dependiente,0,2166.6,562.0,0,1,138198,12,Comercial,Vehiculo,98250.24,396.0,41.97,1,0
58,M,Urbana,Dependiente,22,4821.08,593.0,3,7,139223,48,Comercial,Vehiculo,62318.99,399.17,46.31,4,1
54,F,Urbana,Agricola,9,4915.99,682.0,2,0,78196,6,Comercial,Inmueble,110660.5,393.55,55.54,3,0
23,M,Urbana,Dependiente,20,2125.74,498.0,4,9,132137,48,Agricola,Inmueble,117277.25,430.72,51.17,3,1
69,F,Urbana,Dependiente,0,3174.52,718.0,5,2,92837,36,Consumo,Ninguna,72023.95,381.85,47.08,0,1
43,M,Rural,Independiente,5,3018.85,730.0,2,7,79424,48,Agricola,Ninguna,78895.87,438.59,48.1,2,1
51,F,Urbana,Dependiente,6,2401.76,673.0,4,9,139265,36,Consumo,Vehiculo,59587.48,396.68,46.09,1,1
62,F,Urbana,Dependiente,16,500.0,604.0,3,7,120259,36,Consumo,Vehiculo,80699.15,400.67,52.43,4,0
23,M,Urbana,Dependiente,8,4168.4,658.0,5,4,77537,36,Agricola,Ninguna,82611.9,464.26,53.16,2,1
54,F,Urbana,Independiente,6,4361.16,850.0,0,4,62434,48,Comercial,Inmueble,26231.49,450.81,51.55,2,0
50,F,Rural,Comerciante,16,4348.6,633.0,4,7,141150,36,Consumo,Ninguna,65252.42,422.98,34.82,0,1
39,F,Urbana,Agricola,2,5725.13,609.0,0,9,57125,36,Comercial,Inmueble,52138.3,387.22,48.08,3,0
38,M,Rural,Dependiente,15,1399.47,472.0,2,4,53960,24,Agricola,Ninguna,56558.1,470.36,46.88,4,0
23,M,Urbana,Dependiente,4,3890.32,774.0,2,8,62521,60,Comercial,Ninguna,32786.14,415.09,53.95,2,0
23,M,Rural,Independiente,19,8595.96,568.0,3,0,90485,12,Comercial,Vehiculo,30737.9,426.19,49.43,2,0
65,F,Urbana,Comerciante,17,5918.81,688.0,3,4,25245,36,Consumo,Vehiculo,36606.27,442.8,51.34,1,0
21,M,Rural,Dependiente,0,5927.94,850.0,1,2,33811,6,Consumo,Ninguna,11258.77,370.93,45.03,4,0
47,F,Urbana,Dependiente,3,2873.45,713.0,1,2,136777,6,Agricola,Inmueble,41369.91,404.0,53.64,4,0
28,F,Urbana,Agricola,22,4186.55,712.0,3,1,32834,24,Comercial,Vehiculo,22590.08,418.3,55.4,2,0
47,M,Urbana,Comerciante,10,820.22,651.0,5,2,82548,48,Comercial,Ninguna,46800.08,423.27,38.24,3,1
48,M,Urbana,Dependiente,19,5436.77,708.0,2,6,62236,48,Consumo,Inmueble,61508.06,387.41,40.22,4,0
41,F,Rural,Dependiente,8,6740.48,687.0,0,7,49937,48,Comercial,Inmueble,68566.03,428.16,52.57,4,0
26,F,Urbana,Dependiente,29,2180.32,729.0,3,7,7842,36,Consumo,Vehiculo,6880.02,420.84,46.97,1,0
20,M,Urbana,Dependiente,7,2645.79,463.0,5,7,140373,60,Comercial,Inmueble,172372.63,461.68,54.17,1,0
68,M,Urbana,Independiente,7,4448.76,714.0,0,0,103862,60,Consumo,Ninguna,144479.57,445.01,49.45,1,0
48,M,Urbana,Agricola,4,4745.27,719.0,1,6,26090,48,Comercial,Ninguna,13756.72,413.27,52.16,3,0
57,F,Urbana,Independiente,11,3633.24,850.0,0,1,123408,48,Consumo,Vehiculo,109336.16,415.1,43.52,3,0
54,F,Urbana,Dependiente,0,3195.41,680.0,3,9,9828,12,Comercial,Inmueble,10520.72,445.36,50.04,4,0
53,F,Urbana,Dependiente,14,3212.55,700.0,2,3,53480,60,Consumo,Vehiculo,37342.94,427.09,50.06,3,0
41,F,Rural,Dependiente,24,4421.55,716.0,3,4,104616,36,Comercial,Ninguna,124252.69,385.72,43.87,1,0
48,F,Urbana,Dependiente,17,5437.82,718.0,4,0,99373,36,Comercial,Vehiculo,113919.02,472.34,54.01,3,0
23,M,Urbana,Agricola,5,4421.12,569.0,5,3,146504,6,Comercial,Ninguna,117981.6,395.25,36.63,4,0
19,M,Rural,Dependiente,9,4268.22,754.0,5,3,94911,6,Agricola,Ninguna,38490.63,481.97,49.25,2,0
37,F,Urbana,Dependiente,13,1685.19,597.0,5,8,11042,12,Comercial,Vehiculo,3465.89,430.7,40.24,0,0
45,F,Urbana,Dependiente,20,5887.29,717.0,4,8,12070,24,Comercial,Vehiculo,8970.66,404.11,41.87,3,0
28,M,Urbana,Independiente,25,4417.78,603.0,4,9,78080,36,Agricola,Ninguna,31113.52,360.82,53.92,2,1
21,M,Urbana,Independiente,28,3801.4,660.0,2,0,119665,6,Agricola,Ninguna,148139.21,439.42,41.4,4,0
32,M,Urbana,Agricola,7,4908.22,638.0,5,7,123188,48,Comercial,Vehiculo,86378.31,381.24,41.15,2,0
23,M,Rural,Dependiente,26,3149.9,658.0,3,3,74595,36,Comercial,Vehiculo,82003.62,428.93,51.48,2,0
66,F,Urbana,Agricola,2,3834.63,673.0,4,3,19018,36,Comercial,Vehiculo,13610.32,468.34,41.34,2,0
47,M,Urbana,Dependiente,21,4672.14,714.0,3,4,15093,36,Comercial,Inmueble,18943.62,391.56,54.11,1,0
55,F,Rural,Dependiente,21,3414.31,671.0,1,1,110972,60,Agricola,Ninguna,151598.29,438.45,51.87,3,1
68,M,Rural,Comerciante,25,1866.92,759.0,5,0,69079,6,Agricola,Ninguna,90149.27,399.71,43.33,2,1
19,M,Urbana,Dependiente,18,1606.44,632.0,4,4,17118,12,Consumo,Inmueble,15087.26,448.33,53.88,4,0
32,M,Urbana,Independiente,11,5213.17,719.0,4,6,73889,6,Agricola,Vehiculo,29610.42,421.65,36.37,0,0
28,F,Urbana,Dependiente,11,4450.23,605.0,2,9,14349,48,Comercial,Vehiculo,10705.12,419.52,50.83,0,0
25,F,Rural,Independiente,14,4393.65,840.0,3,8,67304,48,Comercial,Inmueble,54472.3,450.18,40.52,0,0
43,M,Rural,Agricola,27,2641.12,719.0,2,1,15163,24,Consumo,Vehiculo,22021.3,435.63,44.86,1,0
68,F,Urbana,Comerciante,6,4467.12,617.0,2,7,16095,6,Agricola,Ninguna,15750.51,399.88,45.25,3,0
62,F,Urbana,Agricola,26,3859.27,836.0,3,6,121452,6,Consumo,Inmueble,129834.07,464.68,55.69,0,0
61,M,Urbana,Independiente,3,3539.9,727.0,1,1,67527,24,Comercial,Ninguna,83625.73,381.6,44.99,1,1
22,M,Rural,Dependiente,20,4379.92,618.0,3,4,43988,24,Agricola,Vehiculo,43189.31,426.89,47.53,4,0
23,F,Urbana,Agricola,8,4974.29,668.0,1,6,59873,36,Comercial,Vehiculo,60961.58,399.43,45.37,4,0
43,F,Urbana,Agricola,21,7299.84,578.0,2,2,136224,36,Comercial,Vehiculo,80970.64,382.82,42.1,1,0
21,F,Rural,Dependiente,15,5404.47,578.0,1,1,50663,48,Comercial,Vehiculo,18777.73,391.65,41.82,3,0
36,M,Urbana,Independiente,25,5872.1,789.0,5,5,94431,12,Comercial,Vehiculo,110074.73,418.77,49.85,4,0
37,M,Urbana,Agricola,12,6267.45,599.0,1,9,93263,48,Consumo,Inmueble,122959.96,428.74,47.84,3,1
50,F,Urbana,Independiente,3,3277.56,560.0,1,5,67270,60,Comercial,Inmueble,53439.3,446.47,52.58,1,0
37,M,Urbana,Dependiente,23,3986.58,737.0,4,3,72214,6,Comercial,Ninguna,69231.37,456.9,46.55,4,0
66,M,Urbana,Comerciante,8,3052.14,829.0,4,0,95317,12,Consumo,Inmueble,63742.51,426.94,46.74,4,0
29,F,Urbana,Dependiente,25,3409.08,784.0,2,4,14060,36,Consumo,Ninguna,11814.12,408.92,52.59,2,0
64,F,Urbana,Dependiente,20,3814.81,850.0,3,0,76558,24,Agricola,Ninguna,42158.02,445.98,45.77,4,0
18,M,Rural,Agricola,17,3370.95,850.0,1,7,84779,24,Consumo,Inmueble,102740.63,404.63,39.36,0,0
43,M,Urbana,Dependiente,14,4858.56,599.0,5,1,1916,48,Comercial,Vehiculo,1705.8,380.11,53.09,2,0
